ACCELEROMETER X (,/s²),ACCELEROMETER Y (,/s²),ACCELEROMETER Z (,/s²),GRAVITY X (,/s²),GRAVITY Y (,/s²),GRAVITY Z (,/s²),LINEAR ACCELERATION X (,/s²),LINEAR ACCELERATION Y (,/s²),LINEAR ACCELERATION Z (,/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (,,x),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azi,,th °),ORIENTATION X (pit,h °),ORIENTATION Y (r,,, °),PROXIMITY (,),SOUND LEVEL (dB),LOCATION Latit,de : ,LOCATION L,ngit,de : ,LOCATION A,tit,de ( ,),LOCATION A,tit,de-g,,g,e ( ,),LOCATION Speed ( ,/s),LOCATION A,,,ra,y ( ,),LOCATION ORIENTATION (°),Sate,,ites in range,Ti,e sin,e start in ,s ,YYYY-MO-DD HH-MI-SS_SSS
0.188751,0.029373,9.72879,0.112348,0.105169,9.805443,0.07871,-0.129758,0.21283,-0.002258,0.006241,0.000641,2147.4836,25.4868,-3.6194,-47.7005,262.2255,-0.6145,-0.6564,5,65.02854,49.010498,8.420908,159.2144,NaN,9.3,8.576,245.2,16 / 29,30009,2018-07-03 13:47:25:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.118912,0.010208,9.734787,0.044111,0.03349,9.806494,-0.057639,-0.038009,-0.059839,0.005386,-0.001938,0.000641,2147.4836,28.2562,-8.0017,-49.2966,254.7929,-0.2981,-0.5496,5,64.85271,49.010498,8.420908,159.2144,NaN,9.3,8.576,245.2,16 / 29,30509,2018-07-03 13:47:25:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.160019,0.000641,9.540848,0.073335,0.025658,9.806343,0.049217,-0.036585,-0.119813,0.004852,-0.001587,-0.000076,2147.4836,33.9523,-13.0035,-52.8259,249.497,-0.1499,-0.4285,5,64.12177,49.010437,8.420832,161.5491,NaN,9.18,8.576,240.9,11 / 21,31009,2018-07-03 13:47:26:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.055862,-0.00296,10.256714,0.052145,0.03986,9.806431,-0.023809,0.002271,0.043443,-0.00296,-0.001938,-0.000244,2147.4836,37.0193,-9.166,-53.2989,255.6656,-0.2501,-0.2988,5,65.29891,49.010437,8.420832,161.5491,NaN,9.18,8.576,240.9,11 / 21,31509,2018-07-03 13:47:26:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.130081,0.024582,9.96582,0.041127,0.026023,9.806529,0.052775,0.003024,0.169493,-0.002075,-0.003174,-0.003632,2147.4836,36.7401,-9.2285,-51.9836,256.606,-0.152,-0.2403,5,63.85861,49.010395,8.420715,159.5145,NaN,9.14,6.432,239.5,11 / 21,32008,2018-07-03 13:47:27:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.151642,0.034149,9.625839,0.094693,0.008245,9.80619,-0.002683,0.012756,-0.052984,0.001648,0.003738,-0.000244,2147.4836,36.6028,-12.4374,-46.1822,254.0545,-0.0194,-0.5311,5,63.85614,49.010395,8.420715,159.5145,NaN,9.14,6.432,239.5,11 / 21,32508,2018-07-03 13:47:27:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.200714,0.060486,9.697678,0.11904,0.020695,9.805906,0.02343,-0.002367,-0.110781,0.001648,0.004272,0.002762,2147.4836,33.3878,-7.4112,-42.775,258.3357,-0.1238,-0.6179,5,63.46556,49.01035,8.420612,159.1906,NaN,9.1,6.432,239.6,10 / 21,33009,2018-07-03 13:47:28:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.064255,0.062881,9.862869,0.105635,0.022113,9.806056,-0.024142,0.039993,0.059308,-0.004379,0.003738,0.000458,2147.4836,35.9116,-6.4606,-46.5713,260.5966,-0.1546,-0.6432,5,63.66245,49.01035,8.420612,159.1906,NaN,9.1,6.432,239.6,10 / 21,33508,2018-07-03 13:47:28:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02594,-0.043655,9.927521,0.059822,0.003244,9.806467,-0.001061,-0.074436,0.168379,-0.004379,-0.003189,-0.00238,2147.4836,34.9792,-7.4524,-49.1898,258.8084,-0.019,-0.3495,5,63.64839,49.01033,8.420493,161.0255,NaN,8.38,8.576,245.9,7 / 18,34008,2018-07-03 13:47:29:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.005188,-0.350113,9.782669,0.06179,-0.159618,9.805157,0.068478,-0.193731,-0.050252,-0.00119,-0.002655,-0.00061,2147.4836,39.3341,-10.1379,-49.8154,254.9602,0.6326,-0.2997,5,64.31435,49.01033,8.420493,161.0255,NaN,8.38,8.576,245.9,7 / 18,34508,2018-07-03 13:47:29:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.041504,-0.560806,10.133423,0.092012,-0.30713,9.801408,0.036652,-0.269132,0.178057,0.002182,0.003571,0.000641,2147.4836,45.6909,-11.6394,-45.018,253.9099,1.7947,-0.5379,5,63.30623,49.010284,8.420382,161.1646,NaN,8.94,10.72,243,9 / 19,35008,2018-07-03 13:47:30:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.049881,-0.767899,9.586334,0.079347,-0.426952,9.79703,-0.032532,-0.351057,-0.29952,-0.002792,-0.00087,0.000641,2147.4836,52.3666,-10.7788,-46.4554,256.7075,2.3995,-0.4631,5,63.72696,49.010284,8.420382,161.1646,NaN,8.94,10.72,243,9 / 19,35509,2018-07-03 13:47:30:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.079803,-0.761917,9.968216,0.070392,-0.560201,9.790384,0.052261,-0.200989,0.128356,-0.002441,0.001968,-0.002029,2147.4836,60.4752,-5.4581,-54.9469,262.3528,3.2748,-0.4119,5,63.50298,49.010223,8.4202795,160.3008,NaN,8.95,13.936001,238.5,9 / 18,36008,2018-07-03 13:47:31:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.029526,-0.733185,9.831741,0.069531,-0.663267,9.783948,-0.001076,-0.02033,-0.042805,0.001831,-0.00087,0.000458,2147.4836,62.2269,-9.996,-58.1543,257.5609,3.8437,-0.4204,5,62.0934,49.010223,8.4202795,160.3008,NaN,8.95,13.936001,238.5,9 / 18,36508,2018-07-03 13:47:31:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.092972,-0.666153,9.639008,0.068504,-0.668557,9.783594,0.001117,0.001355,-0.096893,-0.001907,-0.005127,-0.00061,2147.4836,56.4926,-14.8117,-54.1244,251.7231,3.9091,-0.4012,5,62.96642,49.01021,8.420157,160.3722,NaN,8.62,17.152,243.4,11 / 20,37008,2018-07-03 13:47:32:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.109741,-0.626648,9.82695,0.093237,-0.661273,9.783886,0.024143,0.009522,0.072651,0.002182,0.003571,-0.000427,2147.4836,52.1957,-11.3113,-45.2774,255.0733,3.8664,-0.546,5,61.46714,49.01021,8.420157,160.3722,NaN,8.62,17.152,243.4,11 / 20,37509,2018-07-03 13:47:32:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.002792,-0.644608,9.78746,0.05754,-0.655186,9.78457,0.000885,0.005212,-0.120746,-0.003143,-0.002472,-0.000427,2147.4836,45.6284,-4.9759,-37.4512,260.8619,3.8215,-0.3531,5,61.31911,49.01018,8.42008,160.1859,NaN,7.51,15.008,243.8,11 / 27,38008,2018-07-03 13:47:33:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.139664,-0.663757,9.88562,0.094309,-0.676639,9.782825,0.040067,-0.008341,0.041306,-0.001007,-0.009567,0.003479,2147.4836,43.3456,-3.3936,-43.4448,262.3054,3.9346,-0.433,5,61.70279,49.01018,8.42008,160.1859,NaN,7.51,15.008,243.8,11 / 27,38508,2018-07-03 13:47:33:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.154037,-0.641006,9.791046,0.118635,-0.671739,9.782898,0.020128,0.007643,0.061609,0.004486,0.00766,0.001343,2147.4836,48.2697,-6.8237,-51.2375,257.8834,3.9277,-0.6948,5,60.36444,49.010136,8.420019,160.2679,NaN,7.05,13.936001,240.1,12 / 29,39008,2018-07-03 13:47:34:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.060257,-0.630234,9.721619,0.044088,-0.664278,9.784027,-0.042911,-0.054507,-0.029753,0.00325,0.004456,0.001343,2147.4836,48.8022,-13.3514,-55.069,251.2881,3.884,-0.2582,5,60.1348,49.010136,8.420019,160.2679,NaN,7.05,13.936001,240.1,12 / 29,39509,2018-07-03 13:47:34:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.013962,-0.590729,9.840118,0.02231,-0.592916,9.788684,-0.028344,0.059043,0.064794,0.003418,-0.005493,0.001343,2147.4836,47.2977,-9.3857,-47.6364,255.7408,3.5745,-0.1158,5,59.78888,49.010098,8.419977,160.1082,NaN,6.25,13.936001,237.4,12 / 29,40008,2018-07-03 13:47:35:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.067841,-0.499756,9.880829,0.05935,-0.549527,9.791061,0.043811,0.01448,0.013834,-0.001724,-0.004425,-0.000427,2147.4836,44.1101,-10.7162,-47.4335,253.2404,3.2225,-0.2508,5,60.61804,49.010098,8.419977,160.1082,NaN,6.25,13.936001,237.4,12 / 29,40508,2018-07-03 13:47:35:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.090576,-0.573975,9.838928,0.069374,-0.550506,9.79094,-0.030234,-0.011373,-0.030524,-0.003143,0.001266,-0.001846,2147.4836,43.8477,-11.3007,-48.175,252.8774,3.218,-0.406,5,59.22936,49.01008,8.419933,159.3976,NaN,5.38,13.936001,238.7,12 / 29,41008,2018-07-03 13:47:36:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.047485,-0.55722,9.842514,0.070926,-0.557575,9.790529,0.005483,0.00078,-0.015882,0.000229,0.004456,-0.002029,2147.4836,40.7227,-8.8242,-44.9997,253.2705,3.2544,-0.4328,5,59.51828,49.01008,8.419933,159.3976,NaN,5.38,13.936001,238.7,12 / 29,41508,2018-07-03 13:47:36:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016357,-0.55722,9.823364,0.055972,-0.546517,9.79125,-0.000981,0.004834,0.00362,0.000946,-0.001404,-0.000778,2147.4836,38.1088,-7.3212,-44.5969,256.0424,3.2229,-0.3201,5,58.92351,49.010063,8.419878,159.0821,NaN,5,13.936001,239.6,11 / 29,42008,2018-07-03 13:47:37:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.036713,-0.514114,9.676117,0.074472,-0.537409,9.791632,0.004414,-0.011733,-0.063122,0.001831,-0.003708,-0.000778,2147.4836,36.9553,-7.7957,-46.8597,254.2058,3.1531,-0.4014,5,59.36774,49.010063,8.419878,159.0821,NaN,5,13.936001,239.6,11 / 29,42508,2018-07-03 13:47:37:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.063049,-0.510529,9.785065,0.094825,-0.525009,9.792128,0.000614,0.023867,-0.020354,0.000946,0.000732,0.000107,2147.4836,35.3088,-7.5607,-43.2419,253.8248,3.0689,-0.5548,5,58.20746,49.010048,8.419833,159.2462,NaN,4.7,13.936001,240,12 / 29,43009,2018-07-03 13:47:38:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.095367,-0.593124,9.804214,0.081344,-0.533743,9.791777,-0.00338,-0.038572,0.029488,0.000946,0.002151,0.001175,2147.4836,33.6151,-6.7841,-44.4626,255.8936,3.0761,-0.4967,5,57.60321,49.010048,8.419833,159.2462,NaN,4.7,13.936001,240,12 / 29,43508,2018-07-03 13:47:38:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02594,-0.630234,9.880829,0.05771,-0.565452,9.790164,-0.018442,-0.038116,0.035592,0.000229,0.003922,0.000641,2147.4836,32.1365,-7.5516,-45.1019,251.8603,3.3055,-0.3377,5,57.96454,49.01006,8.419803,159.746,NaN,3.55,13.936001,247.8,13 / 29,44009,2018-07-03 13:47:39:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.001999,-0.624252,9.832947,0.042457,-0.58135,9.789311,-0.004748,-0.006933,-0.002101,-0.001373,-0.001938,0.000458,2147.4836,30.9143,-5.5099,-45.1172,254.4536,3.3642,-0.2548,5,58.03136,49.01006,8.419803,159.746,NaN,3.55,13.936001,247.8,13 / 29,44509,2018-07-03 13:47:39:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02475,-0.499756,9.891602,0.045254,-0.581124,9.789312,-0.000344,0.068109,0.0084,-0.000656,-0.003006,-0.000076,2147.4836,31.8131,-8.9996,-45.0867,250.1268,3.3972,-0.2649,5,58.75202,49.00997,8.419799,159.6207,NaN,3.96,11.792,217.7,14 / 29,45008,2018-07-03 13:47:40:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.030319,-0.065201,9.819778,0.060135,-0.369408,9.799506,0.011929,0.335575,-0.022709,-0.002075,0.000732,0.000641,2147.4836,28.2486,-6.4941,-46.492,253.2505,2.6488,-0.3378,5,58.46508,49.00997,8.419799,159.6207,NaN,3.96,11.792,217.7,14 / 29,45508,2018-07-03 13:47:40:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.055862,0.427994,9.884415,0.046828,0.067877,9.806303,-0.00106,0.443752,-0.010924,0.000229,0.001785,0.00029,2147.4836,30.5038,-7.6523,-47.2214,256.1894,-0.3966,-0.2736,5,58.19666,49.00994,8.41979,159.8129,NaN,3.4,11.792,212.5,15 / 29,46008,2018-07-03 13:47:41:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.025528,0.928391,10.00293,0.031754,0.529736,9.792281,-0.033491,0.416486,0.077289,-0.000656,0.000732,-0.00061,2147.4836,29.9316,-8.3694,-46.5027,258.7233,-2.4159,-0.2106,5,58.13634,49.00994,8.41979,159.8129,NaN,3.4,11.792,212.5,15 / 29,46509,2018-07-03 13:47:41:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.041504,1.050491,9.866455,0.029819,0.836214,9.770887,0.002014,0.203981,-0.008528,-0.002258,-0.000687,0.000107,2147.4836,27.0294,-8.4152,-47.8546,261.8557,-4.8916,-0.1749,5,57.79247,49.009903,8.419827,162.3032,NaN,3.18,11.792,195.9,16 / 29,47009,2018-07-03 13:47:42:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.051086,1.058868,9.830551,0.034773,0.98157,9.757341,0.006438,0.10336,-0.041986,-0.002075,0.001266,-0.000778,2147.4836,25.3098,-8.1848,-49.4492,262.8214,-5.6206,-0.2115,5,57.85024,49.009903,8.419827,162.3032,NaN,3.18,11.792,195.9,16 / 29,47508,2018-07-03 13:47:42:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.047485,1.095978,9.74675,0.025646,1.031155,9.752254,-0.032604,0.038955,-0.003592,-0.000305,0.000549,-0.000427,2147.4836,24.5865,-8.2687,-47.9599,263.3814,-6.0357,-0.1507,5,57.4704,49.009903,8.419797,161.2012,NaN,2.94,10.72,211.7,16 / 29,48008,2018-07-03 13:47:43:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.069031,1.021759,9.925125,0.038613,1.05789,9.749348,0.018544,0.018097,0.020716,0.000946,-0.006012,-0.000427,2147.4836,21.7941,-7.8171,-42.6636,259.3067,-6.1298,-0.1399,5,58.36489,49.009903,8.419797,161.2012,NaN,2.94,10.72,211.7,16 / 29,48508,2018-07-03 13:47:43:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.094177,0.9655,9.817383,0.092908,1.043379,9.750545,-0.006321,-0.102592,0.032407,0.008926,-0.009399,-0.001678,2147.4836,18.364,-4.6448,-43.4937,268.7083,-6.1075,-0.5459,5,58.73749,49.0099,8.419685,162.0922,NaN,4.79,8.576,250.2,16 / 29,49008,2018-07-03 13:47:44:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.004395,0.538132,9.770691,0.053459,0.830949,9.771235,-0.051291,-0.318703,-0.021901,0.000412,0.003571,0.00029,2147.4836,22.171,-6.2012,-41.7786,264.6208,-5.3137,-0.3953,5,59.2464,49.0099,8.419685,162.0922,NaN,4.79,8.576,250.2,16 / 29,49509,2018-07-03 13:47:44:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.021942,0.189774,9.877243,0.033973,0.503717,9.793647,-0.009366,-0.272559,0.010878,0.000595,0.002319,-0.000427,2147.4836,20.4269,-6.9946,-43.3563,256.6391,-2.9443,-0.1988,5,61.31952,49.009888,8.419572,160.1587,NaN,5.29,8.576,249.8,16 / 29,50008,2018-07-03 13:47:45:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.072632,0.067673,9.78746,0.031869,0.287469,9.802384,0.005129,-0.251531,-0.022429,-0.000305,-0.004776,-0.001144,2147.4836,18.541,-9.0729,-45.3705,248.7998,-2.0093,-0.1606,5,60.69705,49.009888,8.419572,160.1587,NaN,5.29,8.576,249.8,16 / 29,50509,2018-07-03 13:47:45:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.118118,0.014999,9.836533,0.073476,0.157124,9.805116,0.026551,-0.113479,0.036285,-0.000656,0.004272,-0.000076,2147.4836,20.3842,-6.7215,-44.31,251.297,-1.0085,-0.4354,5,60.7746,49.00984,8.419482,160.0512,NaN,5.97,9.648001,241.9,16 / 29,51009,2018-07-03 13:47:46:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02713,0.005417,9.820969,0.050123,0.07028,9.80627,-0.017853,-0.053349,-0.084582,-0.000473,0.000732,-0.000427,2147.4836,21.6949,-9.1599,-47.3282,248.9126,-0.5058,-0.3239,5,61.87163,49.00984,8.419482,160.0512,NaN,5.97,9.648001,241.9,16 / 29,51509,2018-07-03 13:47:46:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.059464,0.022186,9.831741,0.037051,0.042174,9.806489,0.020745,-0.015683,0.012078,0.000229,-0.00087,-0.00061,2147.4836,18.7881,-9.2606,-44.136,240.5463,-0.2541,-0.189,5,61.226,49.009808,8.41939,161.6525,NaN,6.28,9.648001,240.2,16 / 29,52009,2018-07-03 13:47:47:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.108536,0.023376,9.830551,0.050196,0.020113,9.806501,0.040256,-0.024715,0.018429,0.000061,0.001266,-0.001144,2147.4836,19.7601,-9.7366,-41.452,246.2318,-0.1658,-0.2343,5,59.52658,49.009808,8.41939,161.6525,NaN,6.28,9.648001,240.2,16 / 29,52508,2018-07-03 13:47:47:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.006378,0.007813,9.823364,0.045804,0.016178,9.80653,-0.026082,-0.003191,0.031153,0.002182,0.000732,-0.000961,2147.4836,19.8181,-7.7545,-38.0524,248.526,-0.0945,-0.2676,5,60.50672,49.00975,8.419313,161.7239,NaN,6.63,9.648001,234.9,16 / 29,53009,2018-07-03 13:47:48:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.032532,0.023376,9.834747,0.067776,0.016112,9.806403,0.013574,-0.000975,0.002705,-0.002258,-0.001221,0.000992,2147.4836,21.3806,-11.7477,-37.4817,240.68,-0.1256,-0.3449,5,59.52935,49.00975,8.419313,161.7239,NaN,6.63,9.648001,234.9,16 / 29,53508,2018-07-03 13:47:48:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.116333,0.079041,9.768311,0.092847,0.005906,9.806209,0.034397,0.013484,0.045109,0.000946,0.00499,0.001175,2147.4836,23.14,-7.5638,-39.7354,251.8541,-0.0361,-0.5098,5,61.37647,49.00976,8.419223,161.7424,NaN,6.31,9.648001,240.5,16 / 29,54008,2018-07-03 13:47:49:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.067429,-0.02272,9.807205,0.02322,-0.000817,9.806623,-0.089158,-0.018894,-0.039469,0.000229,0.001251,0.000458,2147.4836,23.1598,-4.0009,-37.9044,261.0189,-0.0243,-0.3396,5,60.6071,49.00976,8.419223,161.7424,NaN,6.31,9.648001,240.5,16 / 29,54508,2018-07-03 13:47:49:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.018158,0.085632,9.741959,0.019871,0.004664,9.806629,-0.006674,0.02551,0.002107,0.002533,-0.007614,0.000107,2147.4836,23.7762,-4.9301,-49.295,258.3319,-0.0272,-0.1161,5,60.90172,49.009747,8.419164,159.8048,NaN,5.78,10.72,242.7,16 / 29,55008,2018-07-03 13:47:50:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.225266,0.085022,9.777878,0.098148,0.022355,9.806133,0.011144,-0.001828,0.077781,0.002533,-0.001053,-0.000427,2147.4836,24.617,-10.965,-48.5886,251.1374,-0.059,-0.3465,5,63.92075,49.009747,8.419164,159.8048,NaN,5.78,10.72,242.7,16 / 29,55508,2018-07-03 13:47:50:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00499,-0.057434,9.932907,0.058413,0.025207,9.806443,-0.116853,-0.011079,-0.056276,0.002533,0.009598,-0.000778,2147.4836,22.6898,-14.7888,-45.1675,238.0473,-0.159,-0.543,5,64.37577,49.00974,8.419115,158.1372,NaN,5.28,12.864,246.9,16 / 29,56008,2018-07-03 13:47:51:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.057251,-0.028702,9.800034,0.029812,0.030894,9.806556,-0.045651,0.010759,-0.024462,0.001648,-0.009048,-0.000961,2147.4836,37.6282,-19.2841,-42.7628,243.0341,-0.168,-0.1402,5,66.87912,49.00974,8.419115,158.1372,NaN,5.28,12.864,246.9,16 / 29,56509,2018-07-03 13:47:51:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.001404,0.116745,9.831757,0.088076,0.038734,9.806178,-0.011847,0.022875,-0.010392,0.000595,-0.005844,-0.000778,2147.4836,29.0924,-20.2576,-32.8278,240.4628,-0.1824,-0.5017,5,66.92618,49.009724,8.419071,158.0206,NaN,5.03,12.864,248.3,15 / 29,57009,2018-07-03 13:47:52:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.126495,0.03476,10.013702,0.132512,0.023868,9.805726,0.076978,0.002964,0.030407,-0.002441,0.010849,-0.000076,2147.4836,27.5513,-2.7405,-33.5663,270.1344,-0.1803,-0.7519,5,68.346,49.009724,8.419071,158.0206,NaN,5.03,12.864,248.3,15 / 29,57508,2018-07-03 13:47:52:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.031525,-0.014923,9.780869,0.042072,0.014449,9.806549,-0.081076,0.023665,-0.092068,0.00148,0.006943,-0.000244,2147.4836,34.8663,-3.9276,-32.8033,257.7244,-0.062,-0.3285,5,66.7773,49.009705,8.419019,157.216,NaN,5.04,12.864,248.3,15 / 29,58008,2018-07-03 13:47:53:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.12471,-0.00296,9.816193,0.01881,0.02625,9.806597,0.053961,-0.005353,0.011726,-0.003494,-0.008148,-0.001495,2147.4836,43.2831,-16.2323,-43.425,251.7156,-0.1566,-0.0204,5,65.02065,49.009705,8.419019,157.216,NaN,5.04,12.864,248.3,15 / 29,58509,2018-07-03 13:47:53:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.150452,0.055099,9.811401,0.127284,0.019328,9.805805,0.043648,-0.013662,-0.105984,0.000763,0.001968,0.002411,2147.4836,37.5549,-5.8777,-44.0124,261.2818,-0.1129,-0.7437,5,67.69203,49.00966,8.41894,158.9276,NaN,5.46,10.72,245.2,15 / 29,59008,2018-07-03 13:47:54:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.020752,0.091614,9.828751,0.050142,0.031946,9.80647,-0.120624,0.026599,0.117222,-0.001373,0.011032,0.001343,2147.4836,51.4633,-7.9864,-47.7859,261.4906,-0.1572,-0.6847,5,65.29889,49.00966,8.41894,158.9276,NaN,5.46,10.72,245.2,15 / 29,59508,2018-07-03 13:47:54:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.03511,0.034149,9.66954,-0.020282,0.023555,9.806601,0.001105,0.003652,-0.1543,-0.002792,-0.001755,0.00029,2147.4836,28.627,-3.775,-41.5848,262.5933,-0.1566,0.1309,5,60.42955,49.009632,8.418853,160.0091,NaN,5.79,10.72,241.8,14 / 29,60009,2018-07-03 13:47:55:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.006378,0.074249,9.980789,0.017739,0.031515,9.806583,-0.005947,0.03717,0.1279,0.001297,-0.007263,-0.001495,2147.4836,29.538,-3.0228,-46.0251,264.5332,-0.1527,-0.0831,5,65.29735,49.009632,8.418853,160.0091,NaN,5.79,10.72,241.8,14 / 29,60508,2018-07-03 13:47:55:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.147446,0.120346,9.729401,0.069313,0.037241,9.806334,0.042345,0.021309,0.035066,-0.00119,0.002853,-0.001846,2147.4836,33.1772,-8.8318,-49.4217,255.1719,-0.2063,-0.3897,5,67.25968,49.009598,8.418777,159.4832,NaN,5.79,10.72,240.7,14 / 29,61008,2018-07-03 13:47:56:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.03212,0.086227,9.812592,0.045999,0.027853,9.806502,-0.060256,0.032376,-0.028528,-0.004211,-0.001938,-0.000778,2147.4836,32.515,-10.7971,-55.4855,251.9406,-0.1627,-0.2688,5,64.9253,49.009598,8.418777,159.4832,NaN,5.79,10.72,240.7,14 / 29,61508,2018-07-03 13:47:56:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.113327,0.065277,9.759918,0.057656,0.008375,9.806477,0.030581,-0.014648,-0.033501,-0.002075,0.001968,-0.000778,2147.4836,29.4479,-9.259,-49.5682,251.2317,-0.0612,-0.3115,5,60.54514,49.009583,8.418716,161.0449,NaN,5.57,10.72,243,16 / 29,62008,2018-07-03 13:47:57:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
