ACCELEROMETER X (,/s²),ACCELEROMETER Y (,/s²),ACCELEROMETER Z (,/s²),GRAVITY X (,/s²),GRAVITY Y (,/s²),GRAVITY Z (,/s²),LINEAR ACCELERATION X (,/s²),LINEAR ACCELERATION Y (,/s²),LINEAR ACCELERATION Z (,/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (,,x),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azi,,th °),ORIENTATION X (pit,h °),ORIENTATION Y (r,,, °),PROXIMITY (,),SOUND LEVEL (dB),LOCATION Latit,de : ,LOCATION L,ngit,de : ,LOCATION A,tit,de ( ,),LOCATION A,tit,de-g,,g,e ( ,),LOCATION Speed ( ,/s),LOCATION A,,,ra,y ( ,),LOCATION ORIENTATION (°),Sate,,ites in range,Ti,e sin,e start in ,s ,YYYY-MO-DD HH-MI-SS_SSS
0.007996,0.015594,9.893402,0.055766,-0.004556,9.80649,-0.045722,0.007192,-0.065652,-0.002441,-0.009933,0.00029,2147.4836,28.1906,-12.1887,-45.1599,246.9485,0.0208,-0.3035,5,60.24184,49.009583,8.418716,161.0449,NaN,5.57,10.72,243,16 / 29,62508,2018-07-03 13:47:57:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.111542,-0.461456,9.714432,0.119433,-0.07251,9.805655,0.050209,-0.302973,0.035665,-0.000122,-0.003174,0.000458,2147.4836,31.2698,-10.7925,-42.5079,250.2541,0.4236,-0.6978,5,61.95821,49.009552,8.418638,160.8026,NaN,5.76,10.72,241.1,18 / 29,63008,2018-07-03 13:47:58:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.052277,-0.2771,9.765305,0.088333,-0.226559,9.803635,-0.042872,-0.118571,0.010456,0.003601,0.010132,0.000107,2147.4836,34.3216,-5.4214,-40.3198,260.5621,1.0583,-0.6811,5,61.71396,49.009552,8.418638,160.8026,NaN,5.76,10.72,241.1,18 / 29,63509,2018-07-03 13:47:58:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.057861,-0.240585,9.879639,0.014029,-0.270746,9.802902,-0.059147,0.013155,0.022819,0.005386,0.004105,-0.001312,2147.4836,27.4582,-5.7098,-38.8351,252.08,1.582,-0.082,5,63.0286,49.009537,8.418578,161.2189,NaN,5.5,10.72,241.1,18 / 29,64009,2018-07-03 13:47:59:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.009186,0.010803,9.887421,0.047566,-0.122812,9.805766,0.037565,0.14339,0.022481,0.003601,-0.014893,0.000641,2147.4836,27.8763,-10.4767,-41.5009,249.3463,0.8348,-0.1992,5,64.7871,49.009537,8.418578,161.2189,NaN,5.5,10.72,241.1,18 / 29,64508,2018-07-03 13:47:59:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.003387,0.015594,9.992752,0.152149,-0.010056,9.805465,0.157131,0.096916,-0.003391,0.004135,-0.008682,-0.002213,2147.4836,28.6163,-17.3782,-41.4169,240.097,0.0588,-0.889,5,64.6023,49.00951,8.418503,162.6278,NaN,5.59,10.72,240.4,19 / 29,65008,2018-07-03 13:48:00:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.110336,0.074249,9.803619,0.161829,0.030858,9.805265,-0.010339,0.027251,-0.008244,-0.002075,0.012451,-0.000427,2147.4836,30.1239,-23.4375,-32.7209,233.1394,-0.1803,-0.9455,5,64.89221,49.00951,8.418503,162.6278,NaN,5.59,10.72,240.4,19 / 29,65508,2018-07-03 13:48:00:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.049469,-0.033493,9.878433,0.080828,0.030042,9.806272,-0.097356,0.012075,0.055602,-0.005264,0.004807,0.00029,2147.4836,35.0174,-23.3841,-34.6848,237.0255,-0.1755,-0.4722,5,62.08986,49.009525,8.418438,160.3696,NaN,4.71,10.72,251.1,19 / 29,66009,2018-07-03 13:48:01:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.17218,0.002426,9.665955,0.003583,0.015751,9.806637,-0.051849,-0.082267,-0.143032,-0.004028,-0.011887,-0.004166,2147.4836,39.4791,-23.0377,-34.2789,239.5502,-0.0964,-0.0462,5,62.32195,49.009525,8.418438,160.3696,NaN,4.71,10.72,251.1,19 / 29,66509,2018-07-03 13:48:01:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.412003,0.587219,9.506134,0.050085,-0.011276,9.806516,0.055833,0.150975,0.236831,-0.006699,-0.001755,-0.002213,2147.4836,50.4227,-20.1614,-29.4998,246.2894,0.043,-0.2685,5,65.27611,49.0095,8.418376,158.5805,NaN,5.01,10.72,248.7,19 / 29,67009,2018-07-03 13:48:02:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.110336,-0.006546,9.604309,0.075321,0.042465,9.806269,0.023917,0.057678,-0.043769,0.002716,0.011566,0.000107,2147.4836,56.929,-23.0988,-25.177,248.1436,-0.1317,-0.4617,5,64.89527,49.0095,8.418376,158.5805,NaN,5.01,10.72,248.7,19 / 29,67509,2018-07-03 13:48:02:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.004395,0.155655,9.877838,0.034912,0.131716,9.805704,-0.092317,-0.010803,0.117903,0.005203,-0.002289,0.000809,2147.4836,63.1882,-25.3815,-23.7717,248.625,-0.7066,-0.2974,5,64.98126,49.009476,8.418308,158.8864,NaN,5.11,9.648001,245.2,19 / 29,68009,2018-07-03 13:48:03:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.078796,0.110168,9.688095,-0.004469,0.186887,9.804868,-0.073135,-0.03335,0.210949,0.006088,-0.003891,-0.003983,2147.4836,48.4253,-21.7697,-35.0037,246.0217,-1.0471,-0.0295,5,63.75865,49.009476,8.418308,158.8864,NaN,5.11,9.648001,245.2,19 / 29,68510,2018-07-03 13:48:03:556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.34317,0.134705,9.599518,0.063646,0.217259,9.804036,0.0605,0.076943,0.550466,0.003784,0.004639,-0.002029,2147.4836,37.764,-21.9788,-43.7286,241.2253,-1.2695,-0.3719,5,64.37828,49.00945,8.418236,159.8573,NaN,5.18,9.648001,242.2,19 / 30,69009,2018-07-03 13:48:04:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.118118,0.320862,9.86467,0.089031,0.21883,9.803804,-0.008693,0.038506,0.096279,-0.002609,-0.005478,0.001175,2147.4836,33.5236,-18.5623,-50.322,242.5575,-1.289,-0.4893,5,64.76848,49.00945,8.418236,159.8573,NaN,5.18,9.648001,242.2,19 / 30,69508,2018-07-03 13:48:04:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.139069,0.238861,9.744354,0.119169,0.202153,9.803843,-0.014326,0.00346,-0.065869,-0.002441,-0.011169,0.000992,2147.4836,31.572,-14.0961,-51.8875,248.9422,-1.2227,-0.6163,5,65.4701,49.00942,8.418164,159.4026,NaN,5.59,9.648001,237.8,20 / 30,70008,2018-07-03 13:48:05:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.137283,0.246643,9.685104,0.177342,0.166577,9.803632,0.043544,-0.030839,-0.088984,-0.002441,0.003387,0.001694,2147.4836,36.731,-10.1654,-50.3235,256.4507,-1.0086,-1.0219,5,63.56188,49.00942,8.418164,159.4026,NaN,5.59,9.648001,237.8,20 / 30,70509,2018-07-03 13:48:05:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.049881,0.048523,9.74437,0.102426,0.161372,9.804788,0.032279,-0.029808,-0.026766,-0.000473,0.015991,0.000107,2147.4836,40.4236,-9.1583,-51.0651,258.6021,-0.9282,-0.6502,5,62.20687,49.009388,8.418101,158.7815,NaN,5.69,9.648001,235.3,19 / 30,71009,2018-07-03 13:48:06:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.127884,0.186188,9.84552,-0.001094,0.170843,9.805162,-0.119206,0.00771,0.042043,0.003418,-0.013474,-0.001846,2147.4836,37.59,-10.701,-46.5637,255.0002,-0.9786,-0.0658,5,62.02472,49.009388,8.418101,158.7815,NaN,5.69,9.648001,235.3,19 / 30,71509,2018-07-03 13:48:06:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.14386,0.271179,9.580353,0.122644,0.185033,9.804137,0.024936,0.015716,-0.121682,0.004486,-0.014725,-0.009308,2147.4836,37.6236,2.1576,-44.3283,274.1597,-1.0521,-0.6471,5,62.68772,49.00936,8.4180355,158.6055,NaN,5.88,9.648001,234.6,19 / 30,72009,2018-07-03 13:48:07:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.001999,0.269989,9.859879,0.139045,0.213942,9.80333,-0.020211,0.05791,-0.001617,0.004486,0.01387,-0.024933,2147.4836,39.4852,-8.1909,-55.7648,260.3181,-1.2501,-0.8126,5,64.60871,49.00936,8.4180355,158.6055,NaN,5.88,9.648001,234.6,19 / 30,72509,2018-07-03 13:48:07:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.046295,0.219116,9.980194,0.022552,0.240457,9.803676,0.08217,0.010131,0.170712,-0.005096,-0.004425,-0.042511,2147.4836,37.0941,-12.5168,-49.1302,252.3593,-1.4126,-0.0861,5,63.18491,49.00933,8.417963,158.9064,NaN,5.96,9.648001,235.5,18 / 30,73008,2018-07-03 13:48:08:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.473053,0.158051,9.670746,0.051945,0.208059,9.804305,0.359232,0.004152,-0.182162,-0.005814,-0.018448,-0.059021,2147.4836,41.5558,-5.5115,-47.9401,263.2868,-1.2468,-0.1266,5,66.66622,49.00933,8.417963,158.9064,NaN,5.96,9.648001,235.5,18 / 30,73509,2018-07-03 13:48:08:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5401,0.213715,9.680908,0.248554,0.172777,9.801976,0.482366,-0.024037,-0.24202,-0.00972,0.001617,-0.05867,2147.4836,34.4559,-0.3448,-47.3801,271.4006,-1.0667,-1.4034,5,65.38449,49.00931,8.417884,161.0809,NaN,6.15,9.648001,237.9,18 / 30,74009,2018-07-03 13:48:09:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.220474,-0.071793,9.737778,0.337237,0.112953,9.8002,-0.17571,-0.114078,-0.000527,-0.003494,0.020248,-0.063644,2147.4836,27.0325,-8.6349,-40.4556,253.2763,-0.6755,-2.0608,5,61.41237,49.00931,8.417884,161.0809,NaN,6.15,9.648001,237.9,18 / 30,74508,2018-07-03 13:48:09:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.825607,0.074249,9.88382,0.313673,0.113791,9.800971,0.319287,-0.027461,0.175369,-0.000473,0.000366,-0.066299,2147.4836,24.2447,-2.2537,-40.6738,268.7307,-0.6614,-1.7978,5,62.21445,49.00928,8.417802,160.1221,NaN,6.4,9.648001,239.7,19 / 30,75009,2018-07-03 13:48:10:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.470673,-0.004761,9.640808,0.482783,0.059952,9.794576,0.085661,-0.01459,0.062409,0.001114,-0.006012,-0.064529,2147.4836,25.6241,-4.2099,-31.0379,262.0785,-0.3466,-2.7446,5,60.78569,49.00928,8.417802,160.1221,NaN,6.4,9.648001,239.7,19 / 30,75508,2018-07-03 13:48:10:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.426971,0.152069,9.756332,0.519716,0.051644,9.792733,-0.152154,-0.05268,0.097672,-0.002258,0.001083,-0.06221,2147.4836,27.7237,-5.5115,-29.1641,258.827,-0.3255,-3.2296,5,62.10225,49.009266,8.417718,160.4774,NaN,6.1,9.648001,245.4,19 / 30,76009,2018-07-03 13:48:11:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.460495,0.044327,9.861679,0.506561,0.04755,9.793443,-0.079313,-0.015779,-0.0942,-0.000656,-0.000336,-0.064529,2147.4836,21.1853,-2.1622,-28.4149,265.2346,-0.2762,-3.0028,5,63.99611,49.009266,8.417718,160.4774,NaN,6.1,9.648001,245.4,19 / 30,76508,2018-07-03 13:48:11:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.774735,0.080841,9.451065,0.532942,0.052439,9.792017,0.071288,-0.017169,0.04015,0.000061,0.001785,-0.063812,2147.4836,14.8499,-7.0038,-24.8077,247.1669,-0.2846,-3.1247,5,63.5125,49.009243,8.417629,161.1583,NaN,6.39,9.648001,248.7,19 / 30,77008,2018-07-03 13:48:12:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.799271,-0.008347,9.352905,0.535147,0.054367,9.791886,0.030015,-0.019116,0.016825,-0.001907,-0.001587,-0.060974,2147.4836,12.9181,5.1407,-28.3752,289.5464,-0.3176,-3.1282,5,64.42237,49.009243,8.417629,161.1583,NaN,6.39,9.648001,248.7,19 / 30,77508,2018-07-03 13:48:12:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.481445,-0.085556,9.777878,0.558411,0.044598,9.790637,-0.057216,-0.001009,0.032763,-0.002792,0.004105,-0.051208,2147.4836,17.4896,4.5334,-34.1919,285.3184,-0.3204,-3.2958,5,68.3189,49.009224,8.417541,162.7461,NaN,6.21,9.648001,251.6,18 / 30,78008,2018-07-03 13:48:13:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.325226,-0.013733,9.804214,0.496533,0.022504,9.794045,-0.136088,-0.052652,-0.045809,-0.00119,0.006943,-0.059555,2147.4836,25.5478,1.3336,-42.6102,272.2292,-0.1315,-2.9023,5,67.22176,49.009224,8.417541,162.7461,NaN,6.21,9.648001,251.6,18 / 30,78509,2018-07-03 13:48:13:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.307266,0.036545,9.735977,0.398452,0.011751,9.798545,-0.038911,-0.061003,-0.036259,0.000763,0.008362,-0.067902,2147.4836,25.0748,-0.4745,-39.2441,270.1437,-0.1008,-2.3852,5,64.66982,49.00922,8.417466,161.265,NaN,6.15,9.648001,255.3,18 / 30,79008,2018-07-03 13:48:14:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.416794,-0.050247,9.941879,0.365724,0.031303,9.799778,0.086342,-0.037258,0.159278,0.003784,0.001785,-0.083878,2147.4836,24.9359,2.4841,-38.4598,274.5874,-0.1829,-2.1373,5,65.44884,49.00922,8.417466,161.265,NaN,6.15,9.648001,255.3,18 / 30,79510,2018-07-03 13:48:14:556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.67955,0.213135,9.948471,0.470277,0.056939,9.795202,0.322528,0.045689,0.037268,-0.000122,-0.002472,-0.072693,2147.4836,27.8061,0.3998,-42.1341,270.4296,-0.3167,-2.7099,5,66.67984,49.009205,8.417371,160.8971,NaN,6.04,9.648001,259.1,18 / 30,80009,2018-07-03 13:48:15:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.908798,-0.070007,9.82457,0.637936,0.05827,9.785706,0.290989,-0.027207,-0.043641,-0.000473,0.007111,-0.046234,2147.4836,28.6926,3.6621,-44.1757,277.6609,-0.3512,-3.5337,5,68.2321,49.009205,8.417371,160.8971,NaN,6.04,9.648001,259.1,18 / 30,80509,2018-07-03 13:48:15:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.603546,-0.005356,9.703659,0.724537,0.015031,9.779838,-0.104181,-0.032334,-0.08212,0.000946,0.012619,-0.017487,2147.4836,25.9155,4.8264,-40.0101,279.6901,-0.1409,-4.2457,5,67.66448,49.009197,8.417284,160.5266,NaN,6.37,9.648001,262.5,19 / 30,81008,2018-07-03 13:48:16:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.073837,-0.004761,9.931107,0.606994,0.00683,9.787844,-0.21786,-0.024941,-0.059544,0.004486,-0.002472,0.002945,2147.4836,28.595,5.1422,-39.5248,279.0891,-0.0399,-3.5487,5,66.77065,49.009197,8.417284,160.5266,NaN,6.37,9.648001,262.5,19 / 30,81508,2018-07-03 13:48:16:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.033127,0.068268,9.913742,0.399217,0.02038,9.798499,-0.244997,-0.01682,0.048844,0.002899,-0.003708,0.004715,2147.4836,30.304,8.4778,-47.1298,286.2502,-0.0966,-2.7004,5,66.88297,49.00919,8.417202,160.9288,NaN,6.27,9.648001,263.6,19 / 30,82008,2018-07-03 13:48:17:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.076218,0.034149,9.922134,0.160949,0.027935,9.805289,-0.148533,-0.023477,0.028954,0.00148,0.012451,0.004715,2147.4836,34.9838,7.5516,-54.3076,282.7133,-0.1721,-1.2493,5,62.87387,49.00919,8.417202,160.9288,NaN,6.27,9.648001,263.6,19 / 30,82509,2018-07-03 13:48:17:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.076401,-0.025711,9.697678,-0.04319,0.01222,9.806547,-0.141767,-0.057588,-0.04472,-0.001373,0.003387,-0.001495,2147.4836,37.1948,4.7226,-59.5062,279.684,-0.1178,0.1379,5,65.51839,49.00919,8.417121,160.3219,NaN,6.14,9.648001,263.8,20 / 31,83008,2018-07-03 13:48:18:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.048096,0.020981,9.816193,-0.026668,0.021442,9.80659,0.057152,-0.002421,0.004706,0.003784,-0.016495,-0.002563,2147.4836,35.3333,-0.6592,-60.5347,268.5752,-0.1253,0.1558,5,65.26186,49.00919,8.417121,160.3219,NaN,6.14,9.648001,263.8,20 / 31,83509,2018-07-03 13:48:18:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.127701,0.064072,9.891006,0.143863,0.036242,9.805528,0.04377,-0.01838,-0.050251,0.001648,-0.001755,-0.000076,2147.4836,26.3519,-1.8524,-54.3152,266.1621,-0.2193,-0.8021,5,64.32889,49.00919,8.417045,160.0911,NaN,6.07,9.648001,263.9,21 / 31,84008,2018-07-03 13:48:19:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.064255,0.070663,9.803619,0.088238,0.038507,9.806177,-0.039555,-0.007921,0.005235,-0.000839,0.010315,-0.000778,2147.4836,24.0356,0.0732,-47.1085,270.4514,-0.2368,-0.6303,5,66.63191,49.00919,8.417045,160.0911,NaN,6.07,9.648001,263.9,21 / 31,84509,2018-07-03 13:48:19:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.05127,0.022186,9.810211,0.035525,0.030577,9.806538,-0.036674,-0.031475,-0.005283,-0.00296,-0.003357,-0.000076,2147.4836,25.1175,-0.3769,-47.4197,270.333,-0.1786,-0.2076,5,66.92273,49.00919,8.41695,160.8564,NaN,6.2,9.648001,264.5,21 / 31,85008,2018-07-03 13:48:20:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.196533,0.010208,9.785065,0.071376,0.014372,9.80638,0.024002,-0.015569,0.022893,-0.002441,-0.004959,-0.001144,2147.4836,28.7003,-2.2141,-47.6517,266.3074,-0.1381,-0.2401,5,65.05263,49.00919,8.41695,160.8564,NaN,6.2,9.648001,264.5,21 / 31,85508,2018-07-03 13:48:20:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.177979,-0.099319,9.892807,0.099506,0.015885,9.806132,0.011966,0.00968,-0.003365,-0.000305,0.006241,-0.000778,2147.4836,25.473,-4.0939,-47.6059,261.2388,-0.0855,-0.5893,5,67.693,49.00919,8.41687,160.6387,NaN,6.19,9.648001,264.9,21 / 31,86008,2018-07-03 13:48:21:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.042114,-0.10112,9.789856,0.047001,0.016561,9.806523,0.009493,-0.037077,-0.03657,0.001114,0.008713,-0.000076,2147.4836,26.1063,-5.7632,-43.6554,257.3021,-0.108,-0.3415,5,63.65827,49.00919,8.41687,160.6387,NaN,6.19,9.648001,264.9,21 / 31,86508,2018-07-03 13:48:21:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.081192,0.075455,9.867661,0.006397,0.015526,9.806636,-0.047495,-0.04264,0.020498,0.000763,0.000916,-0.000427,2147.4836,22.3755,-2.9221,-36.6867,262.3929,-0.0907,-0.0374,5,64.21184,49.009182,8.416785,161.4247,NaN,6.08,9.648001,264.2,21 / 31,87009,2018-07-03 13:48:22:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.006378,0.05928,9.80481,0.014763,0.018957,9.806621,0.027491,-0.036331,0.024794,-0.000305,-0.00798,-0.000244,2147.4836,21.8384,-1.2039,-35.4172,267.6157,-0.1358,-0.0405,5,65.43393,49.009182,8.416785,161.4247,NaN,6.08,9.648001,264.2,21 / 31,87509,2018-07-03 13:48:22:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.165405,-0.019119,9.907166,0.058901,0.019494,9.806454,0.067527,0.021953,0.042438,-0.002441,0.002151,-0.000076,2147.4836,25.1678,1.5366,-35.5957,274.7079,-0.1175,-0.2855,5,65.82778,49.009182,8.416703,161.6727,NaN,6.08,9.648001,264.5,21 / 30,88010,2018-07-03 13:48:23:056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.18277,0.029358,9.780273,0.061931,-0.010882,9.80645,0.180427,-0.006624,-0.033489,0.000229,0.014038,0.004715,2147.4836,30.1132,-2.5864,-39.2929,264.2971,0.0137,-0.1963,5,71.402,49.009182,8.416703,161.6727,NaN,6.08,9.648001,264.5,21 / 30,88509,2018-07-03 13:48:23:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.035522,-0.056229,9.721008,0.05432,-0.01074,9.806494,-0.000663,0.010989,-0.054465,0.000229,0.002853,0.024963,2147.4836,25.592,-4.538,-32.4036,261.5434,0.071,-0.3276,5,64.56511,49.009182,8.416611,160.7395,NaN,6.12,9.648001,264.7,20 / 31,89008,2018-07-03 13:48:24:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.267151,0.001831,9.768311,0.083023,0.001581,9.806298,0.055616,-0.003138,0.019341,0.000946,-0.006546,0.050171,2147.4836,24.8611,3.4531,-25.7523,277.0685,0.0103,-0.4244,5,61.50643,49.009182,8.416611,160.7395,NaN,6.12,9.648001,264.7,20 / 31,89509,2018-07-03 13:48:24:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.232025,0.023376,9.788055,0.098363,0.020551,9.806135,-0.274846,0.017769,-0.015438,0.002014,0.001434,0.064362,2147.4836,22.0398,8.0414,-22.8668,289.9017,-0.1201,-0.5747,5,70.74652,49.00919,8.416524,161.6455,NaN,6.07,9.648001,263.2,21 / 31,90009,2018-07-03 13:48:25:055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.23024,0.059296,9.848511,-0.082445,0.023906,9.806275,-0.221133,-0.003404,0.038554,-0.000473,-0.001404,0.059219,2147.4836,25.0687,1.2711,-29.8218,274.7942,-0.1403,0.4478,5,68.05959,49.00919,8.416524,161.6455,NaN,6.07,9.648001,263.2,21 / 31,90509,2018-07-03 13:48:25:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.454697,0.027573,9.873642,-0.26329,0.029846,9.803069,-0.074092,0.010629,-0.016995,-0.002441,-0.007263,0.058334,2147.4836,23.7305,7.8079,-26.3031,289.1035,-0.182,1.434,5,62.81658,49.009182,8.416429,161.7184,NaN,6.31,9.648001,260.7,20 / 31,91008,2018-07-03 13:48:26:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.342773,0.11496,9.716232,-0.267122,0.018316,9.802995,-0.072663,-0.039263,-0.057929,-0.000839,-0.005478,0.056213,2147.4836,22.4625,-1.6144,-30.2002,270.1816,-0.1372,1.5898,5,61.9323,49.009182,8.416429,161.7184,NaN,6.31,9.648001,260.7,20 / 31,91509,2018-07-03 13:48:26:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.494202,-0.031693,9.875443,-0.241944,0.021602,9.803642,-0.284304,0.001102,-0.047541,-0.00119,-0.014725,0.058517,2147.4836,19.4397,6.0425,-23.6832,288.21,-0.1262,1.4137,5,62.72757,49.009167,8.416349,161.6724,NaN,6.13,9.648001,257.5,19 / 31,92008,2018-07-03 13:48:27:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.275131,0.03714,9.694672,-0.263941,0.023553,9.803069,-0.114221,0.01716,-0.042749,0.000229,0.001968,0.038452,2147.4836,21.8292,4.2755,-27.5513,280.8004,-0.1209,1.4517,5,62.81247,49.009167,8.416349,161.6724,NaN,6.13,9.648001,257.5,19 / 31,92509,2018-07-03 13:48:27:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.281113,0.229874,9.679718,-0.300018,0.105393,9.801493,-0.052027,0.116793,0.019989,0.000946,0.003922,0.021408,2147.4836,18.1946,0.6744,-26.5671,274.3173,-0.6158,1.7532,5,60.95604,49.009155,8.416281,161.3877,NaN,5.74,10.72,254.3,19 / 31,93008,2018-07-03 13:48:28:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.458282,0.240051,9.633636,-0.373653,0.174504,9.797976,-0.1096,0.093674,-0.151372,-0.002441,-0.022354,-0.013214,2147.4836,13.2492,0.7324,-25.4822,279.2897,-1.0201,2.2366,5,62.26998,49.009155,8.416281,161.3877,NaN,5.74,10.72,254.3,19 / 31,93509,2018-07-03 13:48:28:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.083405,0.396881,9.740173,-0.137244,0.233045,9.802919,0.198655,0.106156,-0.083722,0.000763,-0.004776,-0.03949,2147.4836,9.3155,-1.5152,-27.8244,260.5487,-1.2152,1.18,5,59.22583,49.009148,8.416202,161.2684,NaN,5.87,10.72,253.9,17 / 31,94008,2018-07-03 13:48:29:054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.009186,0.384903,9.765915,-0.047732,0.30534,9.801779,0.057381,0.086522,-0.050569,0.000763,0.008362,-0.059738,2147.4836,9.1873,-0.5692,-31.8878,263.9518,-1.6622,0.3148,5,60.0121,49.009148,8.416202,161.2684,NaN,5.87,10.72,253.9,17 / 31,94508,2018-07-03 13:48:29:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
