ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( m/s),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,,
6.6413,-5.7496,8.1661,5.1478,-5.077,6.6253,0.8311,-0.3624,0.301,-0.4681,0.4476,0.2789,1,-26.93,-3.43,-33.44,179.79,26.8,-39.18,0,58.32,49.001343,8.413049,186,115.6011505,2.69,4.288,356.2,17 / 26,45012,2018-07-11 10:22:06:255,,
6.1704,-5.7482,7.081,5.7264,-5.4078,5.8424,0.1208,-1.047,1.181,0.8285,-0.2983,-0.1134,1,-29.64,-0.38,-30.92,180.66,33.47,-44.43,0,59.124,49.00137,8.413042,186,115.6011505,2.75,4.288,338.6,18 / 26,45512,2018-07-11 10:22:06:755,,
7.9806,-6.7727,8.6558,5.0288,-5.5203,6.3567,2.2113,-1.2055,2.0968,-0.1124,0.2171,0.2054,1,-26.34,3.21,-32.77,180.23,34.26,-38.35,0,59.844,49.00137,8.413042,186,115.6011505,2.75,4.288,338.6,18 / 26,46012,2018-07-11 10:22:07:255,,
3.8376,-2.9906,2.0311,5.6203,-3.6343,7.1676,-1.4443,0.7078,-4.0398,1.4034,-0.2998,-0.1397,1,-27.57,-6.76,-29.43,169.03,21.75,-38.1,0,56.967,49.001404,8.413022,185,115.6011505,4.06,5.36,330.5,18 / 26,46512,2018-07-11 10:22:07:755,,
6.6037,-6.6453,6.883,5.1542,-5.472,6.2977,0.024,-0.2411,-0.1786,-0.2549,-0.1034,-0.1406,1,-23.23,1.63,-33.21,187.34,33.11,-38.59,0,59.988,49.001404,8.413022,185,115.6011505,4.06,5.36,330.5,18 / 26,47012,2018-07-11 10:22:08:255,,
4.6518,-4.2911,5.9098,5.3928,-4.2105,7.0257,-1.6363,0.6089,-1.9536,-1.0874,0.1335,0.2474,1,-26.95,-5.45,-33.25,176.68,25.43,-37.51,0,61.742,49.00144,8.413011,183,115.6011505,1.56,5.36,335.8,18 / 26,47513,2018-07-11 10:22:08:756,,
6.1392,-4.5415,4.9135,6.0133,-4.4789,6.3206,-0.5395,0.129,-0.3943,1.1313,-0.2056,0.0426,1,-29.15,-2.35,-31.11,183.17,31.24,-44.86,0,57.976,49.00144,8.413011,183,115.6011505,1.56,5.36,335.8,18 / 26,48013,2018-07-11 10:22:09:256,,
5.5837,-6.0253,9.2413,5.2264,-5.1694,6.491,0.8239,-0.2507,1.2583,-0.5801,-0.1191,-0.417,1,-26.72,0.57,-34.09,180.76,31.81,-38.84,0,60.459,49.00146,8.413007,182,115.6011505,1.56,5.36,336.2,18 / 26,48513,2018-07-11 10:22:09:756,,
5.7417,-2.0146,4.7478,5.7454,-3.2823,7.2379,-0.3798,0.8193,-3.7057,0.6859,0.4872,0.1317,1,-28.22,-7.53,-30.17,180.7,24.26,-43.44,0,60.704,49.00146,8.413007,182,115.6011505,1.56,5.36,336.2,18 / 26,49012,2018-07-11 10:22:10:255,,
11.4614,-12.4931,12.412,5.3588,-5.6696,5.9422,3.9889,-4.2216,3.3003,-0.2531,-1.8425,-0.4621,1,-25.78,3.18,-31.19,183.97,35.32,-42.04,0,61.064,49.00148,8.413007,183,115.6011505,1.6,5.36,351.2,18 / 26,49512,2018-07-11 10:22:10:755,,
7.7495,-5.326,7.1859,5.3796,-4.6948,6.7223,2.4661,-1.1364,1.6784,-0.5708,-0.5162,-0.472,1,-22.34,-1.86,-33.76,189.25,25.75,-37.37,0,57.484,49.00148,8.413007,183,115.6011505,1.6,5.36,351.2,18 / 26,50012,2018-07-11 10:22:11:255,,
7.3198,-4.373,8.207,6.1286,-3.8731,6.6038,-0.4602,1.7854,-0.7981,0.5031,-0.0997,-0.0169,1,-24.52,-7.53,-30.94,186.84,23.26,-42.86,0,60.227,49.0015,8.413008,182,115.6011505,1.67,5.36,358.4,18 / 26,50512,2018-07-11 10:22:11:755,,
7.8574,-10.3079,9.2474,4.7031,-4.8688,7.0955,2.7114,-4.0504,4.3835,0.1077,0.2807,-0.1415,1,-17.57,0.68,-35.78,206.57,30.32,-40.14,0,62.267,49.0015,8.413008,182,115.6011505,1.67,5.36,358.4,18 / 26,51012,2018-07-11 10:22:12:255,,
7.3526,-7.2184,10.0255,5.1925,-4.6464,6.9007,1.1767,-1.1072,2.7266,-0.927,0.0484,0.3683,1,-20.03,-5.63,-35.13,194.77,22.4,-37.55,0,59.512,49.00152,8.413013,182,115.6011505,1.67,5.36,5.6,19 / 26,51513,2018-07-11 10:22:12:756,,
6.6007,-2.1458,8.6384,6.2708,-3.8733,6.4688,0.6985,1.1766,2.7125,1.5264,0.0265,0.0589,1,-26.64,-6.14,-32.17,179.97,26.5,-40.14,0,59.313,49.00152,8.413013,182,115.6011505,1.67,5.36,5.6,19 / 26,52012,2018-07-11 10:22:13:255,,
4.1969,-3.8358,6.636,4.8688,-5.0455,6.8563,-1.2994,0.7681,-0.8515,-0.4745,-0.3124,0.2836,1,-20.88,-0.52,-34.96,188.2,30.96,-35.38,0,58.115,49.001545,8.41302,181,115.6011505,1.71,5.36,8.1,19 / 26,52512,2018-07-11 10:22:13:755,,
8.9664,-6.3424,14.5233,4.9246,-4.4355,7.2281,2.8182,-1.4026,5.6876,-1.6098,0.4682,0.2707,1,-21.49,-7.42,-33.38,181.88,21.08,-33.46,0,59.476,49.001545,8.41302,181,115.6011505,1.71,5.36,8.1,19 / 26,53012,2018-07-11 10:22:14:255,,
7.7133,-1.7815,6.5969,5.9717,-3.0849,7.1409,0.8286,1.67,0.2919,1.0471,-0.6189,-0.0475,1,-25.1,-8.93,-30.97,177.4,24.59,-37.27,0,61.157,49.001568,8.413034,181,115.6011505,1.77,6.432,16.5,19 / 26,53512,2018-07-11 10:22:14:755,,
9.6316,-9.8632,10.9449,4.7361,-4.829,7.1007,1.3974,-1.1754,4.0363,0.2499,-1.1013,-0.617,1,-20.88,-2.27,-35.6,186.43,29.5,-33.7,0,59.679,49.001568,8.413034,181,115.6011505,1.77,6.432,16.5,19 / 26,54012,2018-07-11 10:22:15:255,,
6.1367,-5.1261,8.8061,5.4622,-3.9467,7.1245,-0.2852,-0.5805,2.2088,-1.6024,0.0833,0.1072,1,-21.75,-1.64,-34.39,190.12,23.73,-37.48,0,60.003,49.001595,8.413046,181,115.6011505,1.87,5.36,13.2,19 / 26,54512,2018-07-11 10:22:15:755,,
4.3923,-0.9832,2.7309,5.9024,-2.1196,7.5392,-2.1757,1.6782,-6.2985,1.8846,-0.0388,-0.1896,1,-25.63,-8.51,-31.31,182.6,20.1,-41.43,0,59.359,49.001595,8.413046,181,115.6011505,1.87,5.36,13.2,19 / 26,55012,2018-07-11 10:22:16:255,,
5.8425,-4.812,9.2695,4.7975,-4.7868,7.0881,0.1246,-0.72,0.3055,0.5315,-0.0862,-0.6099,1,-17.94,0.78,-37.93,195.04,32.71,-33.3,0,60.52,49.001625,8.413054,180,115.6011505,1.93,6.432,5.2,19 / 26,55513,2018-07-11 10:22:16:756,,
7.9224,-5.7735,8.6377,4.6849,-4.6855,7.2297,3.4201,-1.5977,3.0146,-0.1457,0.3169,0.2458,1,-18.84,-2.24,-36.61,190.98,28.54,-32.94,0,59.894,49.001625,8.413054,180,115.6011505,1.93,6.432,5.2,19 / 26,56012,2018-07-11 10:22:17:255,,
4.3302,-4.9553,9.5924,4.8186,-3.9113,7.593,-0.9375,0.2069,-0.7627,0.2641,0.5313,-0.0325,1,-19.87,-6.96,-34.28,192.79,16.32,-36.33,0,60.668,49.00166,8.413045,182,115.6011505,2.03,6.432,339.9,18 / 26,56512,2018-07-11 10:22:17:755,,
5.8734,-2.8692,7.7728,6.1253,-3.2585,6.9306,-0.6009,-0.0051,0.8981,1.1448,-1.1357,-0.3044,1,-21.57,-6.61,-34,185.51,25.81,-36.17,0,58.958,49.00166,8.413045,182,115.6011505,2.03,6.432,339.9,18 / 26,57013,2018-07-11 10:22:18:256,,
4.5634,-3.5336,6.8735,4.5421,-4.8165,7.2347,-0.9765,0.9537,-0.2591,-0.1122,-0.1291,-0.2265,1,-18.77,-2.13,-36.86,195.32,27.67,-35.09,0,58.783,49.001694,8.41303,181,115.6011505,2.13,6.432,332.1,18 / 26,57512,2018-07-11 10:22:18:755,,
5.8669,-4.0609,8.226,4.7784,-3.9479,7.5994,-1.2434,0.895,1.1317,-0.4602,-0.0973,-0.3985,1,-19.95,-4.04,-35.21,184.89,23.74,-32.16,0,57.853,49.001694,8.41303,181,115.6011505,2.13,6.432,332.1,18 / 26,58012,2018-07-11 10:22:19:255,,
3.8938,-2.8098,2.8809,5.5539,-2.7072,7.6155,-1.1906,-0.4421,-5.2232,1.1976,0.0573,-0.0411,1,-22.31,-11.06,-33.09,184.44,16.03,-36.1,0,60.013,49.00173,8.413019,181,NaN,2.3,6.432,331.3,18 / 26,58512,2018-07-11 10:22:19:755,,
6.0591,-6.358,11.5437,5.657,-3.7178,7.0955,-0.7332,-0.9008,2.1339,0.9118,-0.3301,-0.5565,1,-21.88,-2.82,-35.99,190.74,27.53,-37.12,0,59.542,49.00173,8.413019,181,NaN,2.3,6.432,331.3,18 / 26,59012,2018-07-11 10:22:20:255,,
5.7069,-5.6933,10.2835,5.5207,-4.2937,6.8744,0.4888,-0.6958,3.0457,-0.4751,0.5285,-0.0505,1,-20.72,-2.25,-35.98,197.27,25.97,-38.77,0,61.824,49.001774,8.413005,181,NaN,2.47,6.432,336.5,19 / 26,59512,2018-07-11 10:22:20:755,,
6.0593,-6.8161,10.3985,4.8763,-4.3643,7.3037,0.0544,-1.4024,3.4101,-2.0247,-0.0618,0.2609,1,-18.29,-5.83,-36.49,198.18,14.87,-34.09,0,61.264,49.001774,8.413005,181,NaN,2.47,6.432,336.5,19 / 26,60012,2018-07-11 10:22:21:255,,
7.0404,-1.2506,9.8994,5.9677,-2.8995,7.2214,0.4964,0.905,2.0034,0.9824,-0.9195,-0.1174,1,-20.52,-11.38,-34.42,193.84,17.2,-39.57,0,59.496,49.00182,8.412991,180,NaN,2.74,6.432,341,18 / 26,60512,2018-07-11 10:22:21:755,,
6.1121,-5.4833,8.1393,4.6971,-4.6134,7.268,0.4613,-0.046,0.0666,0.1214,0.0833,-0.0895,1,-14.72,-0.94,-38.37,204.05,27.03,-33.55,0,57.55,49.00182,8.412991,180,NaN,2.74,6.432,341,18 / 26,61012,2018-07-11 10:22:22:255,,
4.5061,-5.207,7.6492,5.0324,-4.5627,7.073,0.1738,-0.2083,0.4197,-0.9957,0.1668,-0.2732,1,-18.61,-3.78,-36.05,193.14,23.69,-34.38,0,60.767,49.001873,8.412977,180,NaN,2.94,7.504,336.1,18 / 26,61512,2018-07-11 10:22:22:755,,
2.5217,-2.6246,5.5176,4.9029,-3.1798,7.8753,-2.4042,0.3384,-4.1522,-1.5758,0.5404,0.3599,1,-15.91,-9.76,-36.06,201.88,15.63,-35.74,0,59.876,49.001873,8.412977,180,NaN,2.94,7.504,336.1,18 / 26,62012,2018-07-11 10:22:23:255,,
6.9595,-4.808,8.8007,5.4223,-3.5885,7.3411,-0.3837,-1.4074,1.1891,0.8864,-0.1685,-0.0258,1,-19.35,-9.75,-35.15,193.07,21.46,-36.45,0,59.597,49.001926,8.412961,179,NaN,3.22,8.576,339.4,19 / 26,62513,2018-07-11 10:22:23:756,,
3.6886,-3.5692,8.0717,4.4841,-4.7227,7.3321,-1.3044,0.871,-0.103,-0.2402,0.1484,0.148,1,-15.95,-3.13,-38.1,199.71,26.96,-33.37,0,57.38,49.001926,8.412961,179,NaN,3.22,8.576,339.4,19 / 26,63013,2018-07-11 10:22:24:256,,
6.6021,-5.2447,12.3961,4.5855,-4.3193,7.5158,1.9905,-0.0514,2.8033,-1.1244,-0.7828,-0.3399,1,-21.41,-8.43,-35.79,171.47,21.05,-25.64,0,57.969,49.001984,8.412952,179,NaN,3.43,8.576,340.9,19 / 26,63513,2018-07-11 10:22:24:756,,
5.1547,-1.4622,9.9195,5.4912,-2.9841,7.5572,-0.4115,0.9462,0.812,1.0491,0.284,0.0935,1,-22.68,-5.68,-32.84,182.52,17.72,-36,0,58.181,49.001984,8.412952,179,NaN,3.43,8.576,340.9,19 / 26,64013,2018-07-11 10:22:25:256,,
4.9299,-4.3922,8.8883,5.0722,-4.5195,7.0722,0.012,-0.2533,1.3811,-0.4229,0.2724,-0.2001,1,-15.75,-2.75,-37.94,203.34,27.44,-35.65,0,58.321,49.002205,8.412952,178,NaN,4.15,9.648001,346.4,19 / 26,64512,2018-07-11 10:22:25:755,,
4.7439,-3.9116,8.142,4.7258,-3.2588,7.9509,-0.6407,0.0593,-0.3848,-0.4656,0.6949,-0.0863,0,-19.98,-12.97,-33.41,186.63,14.44,-35.05,0,58.115,49.002205,8.412952,178,NaN,4.15,9.648001,346.4,19 / 26,65012,2018-07-11 10:22:26:255,,
5.7808,-5.2926,9.3104,5.2854,-3.7901,7.3397,-0.0071,-1.3374,1.7501,0.8336,-0.3777,-0.2156,0,-20.58,-4.67,-36.04,187.84,27.37,-34.72,0,56.024,49.002254,8.412929,178,NaN,4.41,9.648001,330.9,19 / 26,65512,2018-07-11 10:22:26:755,,
5.677,-5.5251,7.0024,4.5203,-4.5837,7.3978,0.896,-0.4329,-0.077,-0.2656,0.5141,0.375,0,-18.84,-1.77,-37.8,189.48,27.87,-31.43,0,55.802,49.002254,8.412929,178,NaN,4.41,9.648001,330.9,19 / 26,66012,2018-07-11 10:22:27:255,,
5.2428,-0.5821,5.9101,4.7113,-2.7944,8.1342,0.4032,0.7831,0.9797,3.0848,0.155,-0.042,0,-22.26,-11.75,-34.34,175.04,16.56,-30.08,0,61.196,49.002308,8.412914,178,NaN,4.61,9.648001,352.1,19 / 26,66512,2018-07-11 10:22:27:755,,
4.8876,-4.9424,8.9632,4.2301,-5.251,7.1207,0.3692,1.1185,-0.2517,0.0034,0.4556,0.3582,0,-22.02,0.02,-36.22,180.39,31.28,-31.63,0,58.361,49.002308,8.412914,178,NaN,4.61,9.648001,352.1,19 / 26,67012,2018-07-11 10:22:28:255,,
3.7295,-3.6031,6.7695,4.1168,-3.4275,8.2143,-0.6117,0.0644,-2.0926,-1.1392,0.2284,0.3808,0,-21.32,-9.41,-35.4,180.13,13.29,-31.02,0,55.839,49.00236,8.412905,179,NaN,4.68,10.72,346,19 / 26,67512,2018-07-11 10:22:28:755,,
3.7442,-4.5585,7.4747,5.2229,-3.5175,7.5179,-1.3458,-1.0133,-0.6135,1.6451,-0.6735,-0.2295,1,-25.49,-10.38,-32.96,175.97,21.02,-34.79,0,59.317,49.00236,8.412905,179,NaN,4.68,10.72,346,19 / 26,68012,2018-07-11 10:22:29:255,,
3.8735,-3.8392,5.8837,5.3932,-3.9423,7.1793,-0.9836,-0.6894,-0.0128,-0.7714,0.0194,-0.3486,1,-24.87,-6.21,-33.76,181.1,23.7,-36.91,0,58.241,49.002415,8.412903,180,NaN,4.08,10.72,355.5,19 / 26,68512,2018-07-11 10:22:29:755,,
2.8874,-1.136,1.8079,5.5305,-1.3684,7.982,-2.1211,0.4307,-4.6172,0.7836,0.3723,-0.2561,0,-24.15,-17.86,-30.08,177.91,12.2,-37.26,0,57.195,49.002415,8.412903,180,NaN,4.08,10.72,355.5,19 / 26,69012,2018-07-11 10:22:30:255,,
4.3061,-3.982,7.8627,4.7774,-5.107,6.875,-1.954,3.1229,-0.5649,0.9498,0.9382,-0.2841,1,-21.52,-0.46,-35.47,180.74,27.98,-32.5,0,59.317,49.002476,8.412905,179,NaN,5.27,11.792,354.6,19 / 26,69512,2018-07-11 10:22:30:755,,
4.5075,-5.1217,9.6156,4.4822,-4.9117,7.208,0.5134,0.6051,2.3564,-1.1885,0.0875,0.0795,1,-17.66,-2.59,-35.84,187.93,23.02,-30.23,0,59.448,49.002476,8.412905,179,NaN,5.27,11.792,354.6,19 / 26,70013,2018-07-11 10:22:31:256,,
4.9143,-1.9784,6.9301,4.9851,-2.1873,8.1569,0.2037,0.139,-1.831,-0.0131,0.4771,0.2051,1,-17.06,-14.23,-34.02,188.3,12.89,-31.43,0,57.917,49.00255,8.41291,179,NaN,5.61,10.72,357,19 / 26,70513,2018-07-11 10:22:31:756,,
4.9421,-5.031,8.1442,4.1511,-4.7217,7.5262,0.5313,-0.2953,0.769,0.1743,0.3433,-0.188,1,-14.8,-1.95,-37.54,194.91,29.4,-29.64,0,60.008,49.00255,8.41291,179,NaN,5.61,10.72,357,19 / 26,71013,2018-07-11 10:22:32:256,,
4.567,-4.2338,7.9697,4.2865,-3.057,8.2735,-0.0937,-0.1368,-1.1973,-1.774,-0.57,0.2381,1,-16.8,-9.48,-35.09,182.79,18.16,-27.39,0,59.704,49.00261,8.412913,179,NaN,3.65,10.72,353.5,19 / 26,71512,2018-07-11 10:22:32:755,,
5.2973,-1.799,7.6551,5.0153,-2.1125,8.1581,-1.1386,1.4296,-1.5844,1.3282,0.4556,0.1925,1,-18.54,-13.43,-32.53,185.18,19.8,-33.36,0,56.283,49.00261,8.412913,179,NaN,3.65,10.72,353.5,19 / 26,72012,2018-07-11 10:22:33:255,,
3.8042,-3.086,6.4775,4.4712,-4.4998,7.4787,-1.2331,1.2416,-1.2551,-0.1609,0.1411,0.1988,1,-12.68,-0.15,-34.99,201.99,27.31,-30.87,0,58.639,49.002666,8.412921,179,NaN,5.55,12.864,358.7,19 / 26,72512,2018-07-11 10:22:33:755,,
4.3497,-3.5325,7.4757,4.3564,-2.5256,8.4151,-1.2046,0.7211,-2.4774,-1.5254,0.5494,0.1245,1,-14.5,-14.33,-33.35,195.56,9.63,-31.8,0,58.676,49.002666,8.412921,179,NaN,5.55,12.864,358.7,19 / 26,73012,2018-07-11 10:22:34:255,,
5.5277,-0.9466,6.5238,5.3407,-2.329,7.8882,-0.3242,1.6726,0.2304,1.0768,-0.7888,-0.2455,1,-19.59,-9.97,-34.63,186.48,20.36,-33.52,0,62.188,49.00275,8.412925,178,NaN,6.28,11.792,358,19 / 26,73512,2018-07-11 10:22:34:755,,
4.1356,-4.7967,7.4541,4.3891,-4.614,7.4577,-0.7899,-0.0614,0.4081,7.00E-04,0.0223,0.0346,1,-16.35,-3.06,-38.52,197.1,26.76,-31.3,0,59.396,49.00275,8.412925,178,NaN,6.28,11.792,358,19 / 26,74012,2018-07-11 10:22:35:255,,
3.8259,-1.3468,5.7524,4.6868,-2.2224,8.3226,-1.0549,0.8746,-3.3591,-1.8242,-0.5152,0.1188,1,-18.73,-10.92,-37.05,184.54,13.1,-29.39,0,59.563,49.00284,8.412918,178,NaN,6.5,13.936001,352.5,19 / 27,74512,2018-07-11 10:22:35:755,,
5.0764,-0.7098,6.3892,5.0199,-2.3708,8.084,-0.1691,1.6404,1.2279,1.2391,-0.4123,-0.2909,1,-18.92,-5.11,-36.96,187.86,23.07,-31.15,0,58.212,49.00284,8.412918,178,NaN,6.5,13.936001,352.5,19 / 27,75013,2018-07-11 10:22:36:256,,
3.7537,-4.9364,5.9628,4.2702,-4.5992,7.5355,-0.1627,-0.6435,0.3476,0.2103,0.1837,-0.1119,1,-16.13,-2.08,-38.91,193.07,29.78,-29.43,0,57.04,49.002926,8.412899,178,NaN,6.66,15.008,343,19 / 27,75512,2018-07-11 10:22:36:755,,
3.2284,-2.2261,3.8927,4.3417,-2.2354,8.5043,-0.3528,0.3457,-4.0706,-1.0166,0.9928,0.3849,0,-15.82,-13.11,-37.03,186.72,13.18,-27.05,0,58.081,49.002926,8.412899,178,NaN,6.66,15.008,343,19 / 27,76012,2018-07-11 10:22:37:255,,
5.7588,-6.1137,9.1458,5.0467,-4.1112,7.3348,0.7816,-0.7309,2.2302,0.7045,-0.4015,-0.7869,2,-21.08,-7.32,-36.46,187.44,24.79,-34.53,0,58.344,49.003,8.412894,178,NaN,6.44,13.936001,341.8,20 / 27,76512,2018-07-11 10:22:37:755,,
5.809,-5.0073,9.8463,5.2285,-4.1833,7.1647,0.558,0.3817,3.4775,-0.9822,-0.3572,0.0663,2,-22.1,-8.68,-36.18,186.64,20.74,-35.12,0,56.83,49.003,8.412894,178,NaN,6.44,13.936001,341.8,20 / 27,77012,2018-07-11 10:22:38:255,,
4.2967,-1.9258,4.5937,5.5125,-1.4488,7.9802,-1.0825,0.6611,-1.2749,1.3533,0.5787,0.2084,0,-23.07,-15.84,-35.83,190.53,16.11,-39.36,0,57.231,49.00307,8.412905,178,NaN,6.25,13.936001,348.2,20 / 27,77513,2018-07-11 10:22:38:756,,
3.2765,-4.9122,7.7142,4.5246,-4.7891,7.2638,-1.4283,0.3329,0.1995,0.2188,-0.0864,-0.8704,2,-17.67,0.31,-39.36,194.39,29.23,-31.92,0,58.859,49.00307,8.412905,178,NaN,6.25,13.936001,348.2,20 / 27,78012,2018-07-11 10:22:39:255,,
6.2864,-5.0684,10.0733,5.2267,-3.5143,7.5167,-0.3567,-0.8447,0.9642,-1.3758,-0.3255,-0.1861,2,-18.05,-10.53,-33.74,189.44,11.61,-32.48,0,54.277,49.00314,8.412911,178,NaN,6.27,15.008,352.1,20 / 27,78513,2018-07-11 10:22:39:756,,
4.3484,-2.4668,8.2891,5.8952,-2.5747,7.4019,-1.5077,-1.2865,0.9329,0.6214,-0.3193,-0.322,2,-14.73,-10.42,-31.09,197.13,20.61,-36.79,0,56.576,49.00314,8.412911,178,NaN,6.27,15.008,352.1,20 / 27,79013,2018-07-11 10:22:40:256,,
6.2424,-5.7838,11.0956,5.2933,-3.7992,7.3292,0.6759,-1.3508,3.4502,-0.4805,0.5151,0.0135,2,-15.58,-3.38,-35.45,208.39,17.76,-36.19,0,56.468,49.003193,8.412911,178,114.7106018,5.99,13.936001,349.6,20 / 27,79512,2018-07-11 10:22:40:755,,
5.5534,-1.6464,8.5838,5.5695,-1.7203,7.8861,-0.3145,0.9678,-0.3085,0.1113,0.5483,-0.0186,2,-14.61,-13.59,-34.47,200.05,10.1,-35.23,0,56.6,49.003193,8.412911,178,114.7106018,5.99,13.936001,349.6,20 / 27,80012,2018-07-11 10:22:41:255,,
4.0249,-4.4854,7.8385,4.5978,-4.2093,7.5705,0.9361,-1.176,0.5625,-0.0995,0.1629,-0.0888,3,-10.48,-1.04,-39.39,213.85,25.42,-31.27,0,56.291,49.003246,8.412915,177,114.7106018,5.91,12.864,356.5,20 / 27,80512,2018-07-11 10:22:41:755,,
3.7988,-4.0617,6.0955,3.9532,-3.3854,8.3116,0.189,-0.0362,-3.1434,-1.6931,0.3138,0.1682,2,-7.01,-10.02,-39.05,213.44,9.83,-26,0,55.116,49.003246,8.412915,177,114.7106018,5.91,12.864,356.5,20 / 27,81012,2018-07-11 10:22:42:255,,
5.3754,-6.5164,8.2521,4.3601,-3.8029,7.9182,0.2247,-2.4348,-0.2809,1.7236,-1.0864,-0.5654,3,-9.93,-4,-39.47,205.52,28.27,-29.46,0,57.12,49.003304,8.412944,177,114.7106018,5.97,12.864,10.7,19 / 27,81512,2018-07-11 10:22:42:755,,
3.8724,-4.6355,10.291,3.7347,-5.0816,7.51,0.7059,0.3205,1.6378,-0.3136,0.3234,0.1691,3,-11.22,0.65,-38.91,211.74,26.81,-30.59,0,58.003,49.003304,8.412944,177,114.7106018,5.97,12.864,10.7,19 / 27,82012,2018-07-11 10:22:43:255,,
5.4771,-3.3802,7.7806,4.6597,-2.2258,8.3369,1.1747,-0.0344,-2.0005,-0.91,0.6783,0.3125,2,-11.31,-10.71,-36.67,203.69,13.12,-29.2,0,60.564,49.00336,8.412988,177,114.7106018,6.03,12.864,20.2,19 / 27,82512,2018-07-11 10:22:43:755,,
5.1565,-5.1969,8.8241,4.6082,-4.5889,7.34,-0.0874,-0.0417,0.4469,0.253,0.168,-0.6332,2,-11.09,0.85,-39.15,213.47,28.14,-32.28,0,59.543,49.00336,8.412988,177,114.7106018,6.03,12.864,20.2,19 / 27,83013,2018-07-11 10:22:44:256,,
5.6398,-3.8124,11.0551,4.5138,-4.7631,7.2876,1.4184,0.7854,2.082,-1.5186,-0.8186,0.3482,2,-12.46,-5.93,-38.57,200.61,20.02,-27.39,0,60.41,49.003414,8.413037,176,114.7106018,6.01,12.864,21.8,19 / 27,83512,2018-07-11 10:22:44:755,,
4.8051,-2.1805,6.7669,4.4037,-2.271,8.4629,-0.0943,1.7177,-0.1677,1.5414,0.7207,0.186,1,-13.98,-9.55,-35.84,194.47,23.72,-30.66,0,60.652,49.003414,8.413037,176,114.7106018,6.01,12.864,21.8,19 / 27,84013,2018-07-11 10:22:45:256,,
5.1031,-6.8991,8.9742,3.5181,-4.9076,7.7271,1.2,-2.4141,2.7531,-0.699,1.0173,0.5733,3,-8.85,0.97,-38.72,203.01,30.03,-24.48,0,59.955,49.00346,8.413074,176,114.7106018,3.82,13.936001,21.8,19 / 27,84513,2018-07-11 10:22:45:756,,
2.5639,-1.5812,5.0999,4.0183,-2.244,8.6596,-0.5646,0.3242,-3.2568,-0.8233,0.9266,0.0448,2,-9.53,-11.18,-37.27,205.22,12.38,-28.44,0,63.235,49.00346,8.413074,176,114.7106018,3.82,13.936001,21.8,19 / 27,85013,2018-07-11 10:22:46:256,,
5.2219,-2.239,7.7677,4.9313,-3.1099,7.8855,-0.7367,-0.414,0.4745,1.2352,-0.1273,-0.2805,2,-11.5,-1.9,-39.84,208.65,27.04,-30.63,0,62.678,49.003506,8.413114,176,114.7106018,5.87,16.08,26.5,18 / 27,85513,2018-07-11 10:22:46:756,,
5.9044,-5.5767,11.2288,4.4824,-4.5208,7.4593,1.3429,-1.1947,3.3263,-0.402,0.331,0.0096,2,-11.43,-1.29,-40.05,217.15,21.05,-31.54,0,61.14,49.003506,8.413114,176,114.7106018,5.87,16.08,26.5,18 / 27,86012,2018-07-11 10:22:47:255,,
4.6224,-1.5672,4.7418,5.0482,-1.9532,8.1775,-0.3056,0.3532,-1.7973,-0.5224,1.0178,-0.0028,2,-12.97,-14.29,-36.71,201.42,11.49,-31.69,0,58.5,49.00355,8.41316,176,114.7106018,5.82,22.512,27,18 / 27,86512,2018-07-11 10:22:47:755,,
5.3437,-6.3306,11.3325,4.6853,-4.0149,7.6223,0.529,-2.0475,3.0995,0.0624,0.0465,-0.1934,3,-11.03,1.01,-39.82,208.22,29.91,-29.73,0,61.069,49.00355,8.41316,176,114.7106018,5.82,22.512,27,18 / 27,87012,2018-07-11 10:22:48:255,,
5.4563,-4.5078,10.7547,4.1409,-4.2599,7.8023,1.1922,-0.7719,2.7094,-1.3609,0.0455,0.1567,1,-10.85,-4.93,-38.74,202.58,15.52,-24.92,0,61.61,49.003605,8.413187,176,114.7106018,5.81,23.584,19.3,17 / 27,87512,2018-07-11 10:22:48:755,,
4.5957,-0.0211,11.3489,4.5297,-1.8438,8.5002,-0.2938,1.5651,0.9024,0.9551,-0.1192,0.4325,2,-10.58,-12.95,-36.01,200.12,10.84,-28.05,0,60.782,49.003605,8.413187,176,114.7106018,5.81,23.584,19.3,17 / 27,88012,2018-07-11 10:22:49:255,,
